method,route,controller,handler,module,scope classification,project resolution source,resource ownership lookup,guard/decorator,service-level assertion,investor restriction,company restriction,test coverage,status
POST,,users.controller,create,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,users.controller,list,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,users.controller,getById,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,users.controller,update,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/activate,users.controller,activate,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/deactivate,users.controller,deactivate,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/reset-password,users.controller,resetPassword,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/roles,users.controller,assignRoles,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/projects,users.controller,assignProjects,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/projects/remove,users.controller,removeProjects,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
DELETE,:id,users.controller,remove,users,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,vendor-invoices.controller,create,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,vendor-invoices.controller,list,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,vendor-invoices.controller,getById,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,vendor-invoices.controller,update,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,vendor-invoices.controller,submit,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/verify,vendor-invoices.controller,verify,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/match,vendor-invoices.controller,match,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject-matching,vendor-invoices.controller,rejectMatching,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,vendor-invoices.controller,approve,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,vendor-invoices.controller,post,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/mark-paid,vendor-invoices.controller,markPaid,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,vendor-invoices.controller,cancel,vendor-invoices,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,vendor-payments.controller,create,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,vendor-payments.controller,list,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,vendor-payments.controller,getById,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,vendor-payments.controller,update,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,vendor-payments.controller,submit,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,vendor-payments.controller,approve,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/release,vendor-payments.controller,release,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/verify,vendor-payments.controller,verify,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,vendor-payments.controller,post,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,vendor-payments.controller,cancel,vendor-payments,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,vendor-quotations.controller,create,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,compare,vendor-quotations.controller,compare,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,vendor-quotations.controller,list,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,vendor-quotations.controller,getById,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,vendor-quotations.controller,update,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,vendor-quotations.controller,submit,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/revise,vendor-quotations.controller,revise,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/mark-final,vendor-quotations.controller,markFinal,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,vendor-quotations.controller,cancel,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/document,vendor-quotations.controller,uploadDocument,vendor-quotations,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,vendors.controller,create,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,vendors.controller,list,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,vendors.controller,getById,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,vendors.controller,update,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/verify,vendors.controller,verify,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/activate,vendors.controller,activate,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/block,vendors.controller,block,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/projects,vendors.controller,assignProject,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
DELETE,:id/projects/:projectId,vendors.controller,unassignProject,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/projects,vendors.controller,listProjects,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/ledger,vendors.controller,ledger,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/documents,vendors.controller,uploadDocument,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/documents,vendors.controller,listDocuments,vendors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,version.controller,getVersion,version,public,n/a,no,public,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,work-measurement.controller,create,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,work-measurement.controller,list,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,work-measurement.controller,getById,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,work-measurement.controller,update,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,work-measurement.controller,submit,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/verify,work-measurement.controller,verify,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,work-measurement.controller,reject,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,work-measurement.controller,cancel,work-measurements,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
